dataset,subject,session,fmap,task
HBN,NDARCD453JG4,HBNsiteRU,epi,task-movieTP
HBN,NDARCD453JG4,HBNsiteRU,epi,task-peer_run-3
HBN,NDARCG073GZ6,HBNsiteRU,epi,task-movieDM
HBN,NDARCG073GZ6,HBNsiteRU,epi,task-movieTP
HBN,NDARCG073GZ6,HBNsiteRU,epi,task-peer_run-1
HBN,NDARCG073GZ6,HBNsiteRU,epi,task-rest_run-1
HBN,NDARCG258NEF,HBNsiteCBIC,epi,task-movieDM
HBN,NDARCG258NEF,HBNsiteCBIC,epi,task-movieTP
HBN,NDARCG258NEF,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARCG258NEF,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARCG698LHB,HBNsiteRU,epi,task-movieDM
HBN,NDARCG698LHB,HBNsiteRU,epi,task-peer_run-1
HBN,NDARCG698LHB,HBNsiteRU,epi,task-peer_run-2
HBN,NDARCG698LHB,HBNsiteRU,epi,task-rest_run-1
HBN,NDARCG698LHB,HBNsiteRU,epi,task-rest_run-2
HBN,NDARCH628LKW,HBNsiteCBIC,epi,task-movieDM
HBN,NDARCH628LKW,HBNsiteCBIC,epi,task-movieTP_acq-VARIANTObliquity
HBN,NDARCH628LKW,HBNsiteCBIC,epi,task-peer_acq-VARIANTObliquity_run-3
HBN,NDARCH628LKW,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARCH628LKW,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARCH628LKW,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARCH868WVX,HBNsiteRU,epi,task-movieDM
HBN,NDARCH868WVX,HBNsiteRU,epi,task-peer_run-1
HBN,NDARCH868WVX,HBNsiteRU,epi,task-peer_run-2
HBN,NDARCJ363KLE,HBNsiteRU,epi,task-movieDM
HBN,NDARCJ363KLE,HBNsiteRU,epi,task-peer_run-1
HBN,NDARCJ363KLE,HBNsiteRU,epi,task-peer_run-2
HBN,NDARCJ363KLE,HBNsiteRU,epi,task-peer_run-3
HBN,NDARCJ363KLE,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-1
HBN,NDARCR576EV1,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARCT933HF2,HBNsiteSI,epi,task-rest
HBN,NDARCU736GZ1,HBNsiteCBIC,epi,task-movieDM
HBN,NDARCU736GZ1,HBNsiteCBIC,epi,task-movieTP
HBN,NDARCU736GZ1,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARCU736GZ1,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARCU736GZ1,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARCV628NRY,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARCV628NRY,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARDF568GL5,HBNsiteRU,none,task-movieDM_acq-VARIANTNoFmap
HBN,NDARDF568GL5,HBNsiteRU,none,task-movieTP_acq-VARIANTNoFmap
HBN,NDARDF568GL5,HBNsiteRU,none,task-peer_acq-VARIANTNoFmap_run-1
HBN,NDARDF568GL5,HBNsiteRU,none,task-peer_acq-VARIANTNoFmap_run-2
HBN,NDARDF568GL5,HBNsiteRU,none,task-peer_acq-VARIANTNoFmap_run-3
HBN,NDARDF568GL5,HBNsiteRU,none,task-rest_acq-VARIANTNoFmap_run-1
HBN,NDARDF568GL5,HBNsiteRU,none,task-rest_acq-VARIANTNoFmap_run-2
HBN,NDARDN489EXJ,HBNsiteRU,epi,task-movieDM
HBN,NDARDN489EXJ,HBNsiteRU,epi,task-movieTP
HBN,NDARDN489EXJ,HBNsiteRU,epi,task-peer_run-1
HBN,NDARDN489EXJ,HBNsiteRU,epi,task-peer_run-2
HBN,NDARDN489EXJ,HBNsiteRU,epi,task-rest_run-1
HBN,NDARDN489EXJ,HBNsiteRU,epi,task-rest_run-2
HBN,NDARDX910VTC,HBNsiteCBIC,epi,task-movieDM
HBN,NDARDX910VTC,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARDX910VTC,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARDZ058NZN,HBNsiteRU,epi,task-movieDM
HBN,NDARDZ058NZN,HBNsiteRU,epi,task-movieTP
HBN,NDARDZ058NZN,HBNsiteRU,epi,task-peer_run-1
HBN,NDARDZ058NZN,HBNsiteRU,epi,task-rest_run-1
HBN,NDARDZ147ETZ,HBNsiteRU,epi,task-movieDM
HBN,NDARDZ147ETZ,HBNsiteRU,epi,task-movieTP
HBN,NDARDZ147ETZ,HBNsiteRU,epi,task-peer_run-1
HBN,NDARDZ147ETZ,HBNsiteRU,epi,task-peer_run-2
HBN,NDARDZ147ETZ,HBNsiteRU,epi,task-peer_run-3
HBN,NDARDZ147ETZ,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-1
HBN,NDARDZ147ETZ,HBNsiteRU,epi,task-rest_run-2
HBN,NDARDZ266KET,HBNsiteRU,epi,task-peer_run-1
HBN,NDARDZ266KET,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-2
HBN,NDARDZ266KET,HBNsiteRU,epi,task-rest_run-1
HBN,NDAREC078VFT,HBNsiteRU,epi,task-movieDM
HBN,NDAREC078VFT,HBNsiteRU,epi,task-movieTP
HBN,NDAREC078VFT,HBNsiteRU,epi,task-peer_run-1
HBN,NDAREC078VFT,HBNsiteRU,epi,task-peer_run-2
HBN,NDAREC078VFT,HBNsiteRU,epi,task-peer_run-3
HBN,NDAREC647MKW,HBNsiteRU,epi,task-movieDM
HBN,NDAREC647MKW,HBNsiteRU,epi,task-movieTP
HBN,NDAREC647MKW,HBNsiteRU,epi,task-rest_run-1
HBN,NDAREG104JB1,HBNsiteCBIC,epi,task-movieDM
HBN,NDAREG104JB1,HBNsiteCBIC,epi,task-movieTP
HBN,NDAREG104JB1,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDAREG104JB1,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDAREG350WZ4,HBNsiteCUNY,epi,task-movieDM
HBN,NDAREG350WZ4,HBNsiteCUNY,epi,task-movieTP
HBN,NDAREG350WZ4,HBNsiteCUNY,epi,task-peer_run-1
HBN,NDAREG350WZ4,HBNsiteCUNY,epi,task-peer_run-3
HBN,NDAREG350WZ4,HBNsiteCUNY,epi,task-rest_run-1
HBN,NDAREG350WZ4,HBNsiteCUNY,epi,task-rest_run-2
HBN,NDAREG590BNY,HBNsiteRU,epi,task-movieTP
HBN,NDAREG590BNY,HBNsiteRU,epi,task-peer_run-1
HBN,NDAREG590BNY,HBNsiteRU,epi,task-peer_run-2
HBN,NDAREG590BNY,HBNsiteRU,epi,task-peer_run-3
HBN,NDAREG930XPP,HBNsiteCBIC,epi,task-movieDM
HBN,NDAREG930XPP,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDAREG930XPP,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDAREG930XPP,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDAREG930XPP,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDAREJ327AH7,HBNsiteCBIC,epi,task-movieDM
HBN,NDAREJ327AH7,HBNsiteCBIC,epi,task-movieTP
HBN,NDAREJ327AH7,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDAREJ327AH7,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDAREJ327AH7,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDAREJ327AH7,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDAREJ923FZU,HBNsiteRU,epi,task-movieDM
HBN,NDAREJ923FZU,HBNsiteRU,epi,task-movieTP
HBN,NDAREJ923FZU,HBNsiteRU,epi,task-peer_run-1
HBN,NDAREJ923FZU,HBNsiteRU,epi,task-peer_run-2
HBN,NDAREJ923FZU,HBNsiteRU,epi,task-peer_run-3
HBN,NDAREJ923FZU,HBNsiteRU,epi,task-rest_run-1
HBN,NDAREJ923FZU,HBNsiteRU,epi,task-rest_run-2
HBN,NDAREK255DEE,HBNsiteCBIC,epi,task-movieDM
HBN,NDAREK255DEE,HBNsiteCBIC,epi,task-movieTP
HBN,NDAREK255DEE,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDAREK255DEE,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDAREK255DEE,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDAREK255DEE,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDAREK255DEE,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDAREL0366HL,HBNsiteCUNY,epi,task-movieDM
HBN,NDAREL0366HL,HBNsiteCUNY,epi,task-movieTP
HBN,NDAREL0366HL,HBNsiteCUNY,epi,task-peer_run-1
HBN,NDAREL0366HL,HBNsiteCUNY,epi,task-peer_run-3
HBN,NDAREM731BYM,HBNsiteRU,epi,task-movieDM
HBN,NDAREM731BYM,HBNsiteRU,epi,task-movieTP
HBN,NDAREM731BYM,HBNsiteRU,epi,task-peer_run-1
HBN,NDAREM731BYM,HBNsiteRU,epi,task-peer_run-2
HBN,NDAREM731BYM,HBNsiteRU,epi,task-peer_run-3
HBN,NDAREM731BYM,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-1
HBN,NDARER115FTJ,HBNsiteCBIC,epi,task-movieDM
HBN,NDARER115FTJ,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDAREU551GPC,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-1
HBN,NDAREY897LB1,HBNsiteCBIC,epi,task-movieTP
HBN,NDAREY897LB1,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDAREY897LB1,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDAREY897LB1,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARFG568PXZ,HBNsiteRU,epi,task-movieDM_acq-VARIANTNumVolumes
HBN,NDARFG568PXZ,HBNsiteRU,epi,task-movieTP
HBN,NDARFG568PXZ,HBNsiteRU,epi,task-peer_acq-VARIANTNumVolumes_run-2
HBN,NDARFG568PXZ,HBNsiteRU,epi,task-peer_run-1
HBN,NDARFG568PXZ,HBNsiteRU,epi,task-peer_run-3
HBN,NDARFG568PXZ,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-1
HBN,NDARFG568PXZ,HBNsiteRU,epi,task-rest_run-2
HBN,NDARFG943GVZ,HBNsiteCBIC,epi,task-movieDM
HBN,NDARFG943GVZ,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARFG943GVZ,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARFG943GVZ,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARFG943GVZ,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARFH674DWX,HBNsiteSI,epi,task-rest_acq-VARIANTNoFmap
HBN,NDARFJ803JF7,HBNsiteCBIC,epi,task-movieDM_acq-ABCD
HBN,NDARFJ803JF7,HBNsiteCBIC,epi,task-movieTP_acq-ABCD
HBN,NDARFJ803JF7,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-1
HBN,NDARFJ803JF7,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-2
HBN,NDARFJ803JF7,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-3
HBN,NDARFJ803JF7,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-1
HBN,NDARFJ803JF7,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-2
HBN,NDARFK610GY5,HBNsiteRU,epi,task-rest_run-1
HBN,NDARFL411AT1,HBNsiteSI,epi,task-rest
HBN,NDARFL506HVX,HBNsiteRU,epi,task-peer_run-1
HBN,NDARFL506HVX,HBNsiteRU,epi,task-peer_run-2
HBN,NDARFM229HHA,HBNsiteCBIC,epi,task-movieDM
HBN,NDARFM229HHA,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARFM229HHA,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARFM229HHA,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARFM229HHA,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARFP909LY1,HBNsiteCBIC,epi,task-movieDM_acq-ABCD
HBN,NDARFP909LY1,HBNsiteCBIC,epi,task-movieTP_acq-ABCD
HBN,NDARFP909LY1,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-1
HBN,NDARFP909LY1,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-2
HBN,NDARFP909LY1,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-3
HBN,NDARFP909LY1,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-1
HBN,NDARFP909LY1,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-2
HBN,NDARFR103CUN,HBNsiteCBIC,epi,task-movieDM
HBN,NDARFR103CUN,HBNsiteCBIC,epi,task-movieTP
HBN,NDARFR103CUN,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARFR103CUN,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARFT176NJP,HBNsiteRU,epi,task-movieDM
HBN,NDARFT176NJP,HBNsiteRU,epi,task-movieTP
HBN,NDARFT176NJP,HBNsiteRU,epi,task-peer_run-1
HBN,NDARFT176NJP,HBNsiteRU,epi,task-rest_run-1
HBN,NDARFT176NJP,HBNsiteRU,epi,task-rest_run-2
HBN,NDARFU407YL4,HBNsiteCBIC,none,task-movieTP_acq-VARIANTObliquityNoFmap
HBN,NDARFU407YL4,HBNsiteCBIC,none,task-peer_acq-VARIANTObliquityNoFmap_run-3
HBN,NDARFY525TL2,HBNsiteCBIC,epi,task-movieDM
HBN,NDARFY525TL2,HBNsiteCBIC,epi,task-movieTP_acq-VARIANTObliquity
HBN,NDARFY525TL2,HBNsiteCBIC,epi,task-peer_acq-VARIANTObliquity_run-3
HBN,NDARFY525TL2,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARFY525TL2,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARFY525TL2,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARFZ990EFG,HBNsiteCBIC,epi,task-rest_acq-VARIANTObliquity_run-1
HBN,NDARGC471KD1,HBNsiteCBIC,epi,task-movieDM_acq-ABCD
HBN,NDARGC471KD1,HBNsiteCBIC,epi,task-movieTP_acq-ABCD
HBN,NDARGC471KD1,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-1
HBN,NDARGC471KD1,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-2
HBN,NDARGC471KD1,HBNsiteCBIC,epi,task-peer_acq-ABCD_run-3
HBN,NDARGC471KD1,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-1
HBN,NDARGC471KD1,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-2
HBN,NDARGE946RCB,HBNsiteRU,epi,task-movieDM_acq-VARIANTNumVolumes
HBN,NDARGE946RCB,HBNsiteRU,epi,task-movieTP
HBN,NDARGE946RCB,HBNsiteRU,epi,task-peer_run-1
HBN,NDARGE946RCB,HBNsiteRU,epi,task-peer_run-2
HBN,NDARGE946RCB,HBNsiteRU,epi,task-peer_run-3
HBN,NDARGE946RCB,HBNsiteRU,epi,task-rest_run-1
HBN,NDARGE946RCB,HBNsiteRU,epi,task-rest_run-2
HBN,NDARGF367KVL,HBNsiteRU,none,task-peer_acq-VARIANTNoFmap_run-1
HBN,NDARGF367KVL,HBNsiteRU,none,task-peer_acq-VARIANTNoFmap_run-2
HBN,NDARGF367KVL,HBNsiteRU,none,task-peer_acq-VARIANTNoFmap_run-3
HBN,NDARGF367KVL,HBNsiteRU,none,task-rest_acq-VARIANTNoFmap_run-1
HBN,NDARGF367KVL,HBNsiteRU,none,task-rest_acq-VARIANTNoFmap_run-2
HBN,NDARGF543PM2,HBNsiteCBIC,epi,task-movieDM
HBN,NDARGF543PM2,HBNsiteCBIC,epi,task-movieTP
HBN,NDARGF543PM2,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARGF543PM2,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARGF543PM2,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARGF543PM2,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARGF543PM2,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARGG205WVN,HBNsiteRU,epi,task-movieDM
HBN,NDARGG205WVN,HBNsiteRU,epi,task-peer_run-1
HBN,NDARGG205WVN,HBNsiteRU,epi,task-peer_run-2
HBN,NDARGG205WVN,HBNsiteRU,epi,task-peer_run-3
HBN,NDARGG205WVN,HBNsiteRU,epi,task-rest_run-1
HBN,NDARGG205WVN,HBNsiteRU,epi,task-rest_run-2
HBN,NDARGH425GB9,HBNsiteCBIC,epi,task-movieDM
HBN,NDARGH425GB9,HBNsiteCBIC,epi,task-movieTP
HBN,NDARGH425GB9,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARGH425GB9,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARGH425GB9,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARGH425GB9,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARGH425GB9,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARGH592NZ2,HBNsiteCBIC,epi,task-movieDM
HBN,NDARGH592NZ2,HBNsiteCBIC,epi,task-movieTP
HBN,NDARGH592NZ2,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARGH592NZ2,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARGH592NZ2,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARGH592NZ2,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARGH592NZ2,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARGT551AFK,HBNsiteRU,epi,task-movieDM
HBN,NDARGT551AFK,HBNsiteRU,epi,task-movieTP
HBN,NDARGT551AFK,HBNsiteRU,epi,task-peer_run-1
HBN,NDARGT551AFK,HBNsiteRU,epi,task-peer_run-2
HBN,NDARGT551AFK,HBNsiteRU,epi,task-rest_run-1
HBN,NDARGT551AFK,HBNsiteRU,epi,task-rest_run-2
HBN,NDARGU100JH4,HBNsiteRU,epi,task-movieDM
HBN,NDARGU100JH4,HBNsiteRU,epi,task-peer_run-1
HBN,NDARGU182ELW,HBNsiteCBIC,epi,task-movieDM
HBN,NDARGU182ELW,HBNsiteCBIC,epi,task-movieTP
HBN,NDARGU182ELW,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARGU182ELW,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARGU729WUR,HBNsiteRU,epi,task-movieDM
HBN,NDARGU729WUR,HBNsiteRU,epi,task-movieTP
HBN,NDARGU729WUR,HBNsiteRU,epi,task-peer_run-1
HBN,NDARGU729WUR,HBNsiteRU,epi,task-peer_run-2
HBN,NDARGU729WUR,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-1
HBN,NDARGX443CEU,HBNsiteRU,none,task-peer_acq-VARIANTNoFmap_run-1
HBN,NDARGX443CEU,HBNsiteRU,none,task-peer_acq-VARIANTNoFmap_run-2
HBN,NDARGX443CEU,HBNsiteRU,none,task-rest_acq-VARIANTNoFmap_run-1
HBN,NDARGX443CEU,HBNsiteRU,none,task-rest_acq-VARIANTNoFmap_run-2
HBN,NDARGY542TJ5,HBNsiteCBIC,epi,task-movieDM
HBN,NDARGY542TJ5,HBNsiteCBIC,epi,task-movieTP
HBN,NDARGY542TJ5,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARGY542TJ5,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARGY542TJ5,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARGZ059UVR,HBNsiteCBIC,epi,task-movieDM
HBN,NDARGZ059UVR,HBNsiteCBIC,epi,task-movieTP
HBN,NDARGZ059UVR,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARGZ059UVR,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARGZ059UVR,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARHB781DD8,HBNsiteSI,unknown,task-rest
HBN,NDARHD546PDX,HBNsiteCUNY,epi,task-movieDM
HBN,NDARHD546PDX,HBNsiteCUNY,epi,task-movieTP
HBN,NDARHD546PDX,HBNsiteCUNY,epi,task-peer_run-1
HBN,NDARHD546PDX,HBNsiteCUNY,epi,task-peer_run-3
HBN,NDARHD546PDX,HBNsiteCUNY,epi,task-rest_run-1
HBN,NDARHD546PDX,HBNsiteCUNY,epi,task-rest_run-2
HBN,NDARHG232EWH,HBNsiteRU,epi,task-movieTP
HBN,NDARHG232EWH,HBNsiteRU,epi,task-rest_run-1
HBN,NDARHG321LLD,HBNsiteRU,epi,task-movieDM
HBN,NDARHG321LLD,HBNsiteRU,epi,task-movieTP
HBN,NDARHG321LLD,HBNsiteRU,epi,task-peer_run-1
HBN,NDARHG906MEZ,HBNsiteCBIC,epi,task-movieDM_acq-VARIANTObliquity
HBN,NDARHG906MEZ,HBNsiteCBIC,epi,task-peer_acq-VARIANTObliquity_run-1
HBN,NDARHH127PCL,HBNsiteCBIC,none,task-movieTP_acq-VARIANTNoFmap
HBN,NDARHJ523XGB,HBNsiteSI,epi,task-rest
HBN,NDARHN078CDT,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARHN078CDT,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARHR099EWX,HBNsiteRU,epi,task-movieTP
HBN,NDARHR099EWX,HBNsiteRU,epi,task-peer_run-1
HBN,NDARHR099EWX,HBNsiteRU,epi,task-peer_run-2
HBN,NDARHR099EWX,HBNsiteRU,epi,task-peer_run-3
HBN,NDARHR099EWX,HBNsiteRU,epi,task-rest_run-1
HBN,NDARHR099EWX,HBNsiteRU,epi,task-rest_run-2
HBN,NDARHR763RB4,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-1
HBN,NDARHR763RB4,HBNsiteCBIC,epi,task-rest_acq-ABCD_run-2
HBN,NDARHU391FD7,HBNsiteRU,epi,task-movieDM
HBN,NDARHU391FD7,HBNsiteRU,epi,task-peer_acq-VARIANTObliquity_run-1
HBN,NDARHU391FD7,HBNsiteRU,epi,task-peer_run-2
HBN,NDARHU391FD7,HBNsiteRU,epi,task-peer_run-3
HBN,NDARHU391FD7,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-1
HBN,NDARHV358ZCU,HBNsiteCUNY,unknown,task-movieDM
HBN,NDARHV358ZCU,HBNsiteCUNY,unknown,task-movieTP
HBN,NDARHV358ZCU,HBNsiteCUNY,unknown,task-peer_run-1
HBN,NDARHV358ZCU,HBNsiteCUNY,unknown,task-peer_run-3
HBN,NDARHV358ZCU,HBNsiteCUNY,unknown,task-rest_run-1
HBN,NDARHV358ZCU,HBNsiteCUNY,unknown,task-rest_run-2
HBN,NDARHV527DNK,HBNsiteRU,epi,task-movieDM
HBN,NDARHV527DNK,HBNsiteRU,epi,task-peer_run-1
HBN,NDARHV527DNK,HBNsiteRU,epi,task-peer_run-2
HBN,NDARHV527DNK,HBNsiteRU,epi,task-peer_run-3
HBN,NDARHV527DNK,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-1
HBN,NDARHW933UVJ,HBNsiteCBIC,epi,task-movieTP
HBN,NDARHW933UVJ,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARHW933UVJ,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARHW933UVJ,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARHW933UVJ,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARHW933UVJ,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARHW968ABB,HBNsiteCBIC,epi,task-movieDM
HBN,NDARHW968ABB,HBNsiteCBIC,epi,task-movieTP
HBN,NDARHW968ABB,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARHW968ABB,HBNsiteCBIC,epi,task-peer_run-3
HBN,NDARHW968ABB,HBNsiteCBIC,epi,task-rest_acq-VARIANTNumVolumes_run-1
HBN,NDARHW968ABB,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARHX114EZT,HBNsiteRU,epi,task-movieTP
HBN,NDARHX114EZT,HBNsiteRU,epi,task-peer_run-1
HBN,NDARHX114EZT,HBNsiteRU,epi,task-rest_run-1
HBN,NDARHX114EZT,HBNsiteRU,epi,task-rest_run-2
HBN,NDARHZ852XY0,HBNsiteCBIC,epi,task-movieDM
HBN,NDARHZ852XY0,HBNsiteCBIC,epi,task-movieTP
HBN,NDARHZ852XY0,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARJG300HWH,HBNsiteRU,epi,task-movieDM
HBN,NDARJG300HWH,HBNsiteRU,epi,task-movieTP
HBN,NDARJG300HWH,HBNsiteRU,epi,task-peer_run-1
HBN,NDARJG300HWH,HBNsiteRU,epi,task-peer_run-2
HBN,NDARJG300HWH,HBNsiteRU,epi,task-peer_run-3
HBN,NDARJG300HWH,HBNsiteRU,epi,task-rest_run-2
HBN,NDARJH065GKG,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARJH065GKG,HBNsiteCBIC,epi,task-peer_run-2
HBN,NDARJH065GKG,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARJH065GKG,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARJJ413MNH,HBNsiteRU,epi,task-movieTP
HBN,NDARJL656RDA,HBNsiteCBIC,epi,task-movieDM
HBN,NDARJL656RDA,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARJL656RDA,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARJL656RDA,HBNsiteCBIC,epi,task-rest_run-2
HBN,NDARJM296MDW,HBNsiteRU,epi,task-movieTP
HBN,NDARJM296MDW,HBNsiteRU,epi,task-peer_run-1
HBN,NDARJM296MDW,HBNsiteRU,epi,task-peer_run-2
HBN,NDARJM296MDW,HBNsiteRU,epi,task-peer_run-3
HBN,NDARJM296MDW,HBNsiteRU,epi,task-rest_run-1
HBN,NDARJM296MDW,HBNsiteRU,epi,task-rest_run-2
HBN,NDARJP133YL3,HBNsiteSI,epi,task-rest_acq-VARIANTDim2Size
HBN,NDARJP304NK1,HBNsiteRU,epi,task-movieDM_acq-VARIANTObliquity
HBN,NDARJP304NK1,HBNsiteRU,epi,task-movieTP_acq-VARIANTObliquity
HBN,NDARJP304NK1,HBNsiteRU,epi,task-peer_acq-VARIANTObliquity_run-1
HBN,NDARJP304NK1,HBNsiteRU,epi,task-peer_acq-VARIANTObliquity_run-3
HBN,NDARJP948FJV,HBNsiteCBIC,epi,task-peer_run-1
HBN,NDARJP948FJV,HBNsiteCBIC,epi,task-rest_run-1
HBN,NDARJT523MV7,HBNsiteRU,epi,task-movieDM
HBN,NDARJT523MV7,HBNsiteRU,epi,task-peer_run-1
HBN,NDARJT523MV7,HBNsiteRU,epi,task-peer_run-2
HBN,NDARJT523MV7,HBNsiteRU,epi,task-peer_run-3
HBN,NDARJT523MV7,HBNsiteRU,epi,task-rest_acq-VARIANTNumVolumes_run-1
HBN,NDARJW989EM6,HBNsiteRU,epi,task-movieDM_acq-VARIANTObliquity
HBN,NDARJW989EM6,HBNsiteRU,epi,task-movieTP_acq-VARIANTObliquity
HBN,NDARJW989EM6,HBNsiteRU,epi,task-peer_acq-VARIANTObliquity_run-1
HBN,NDARJW989EM6,HBNsiteRU,epi,task-peer_acq-VARIANTObliquity_run-3
HBN,NDARJW989EM6,HBNsiteRU,epi,task-rest_acq-VARIANTObliquity_run-1
HBN,NDARJX421FWR,HBNsiteSI,unknown,task-rest
HBN,NDARJY141RFE,HBNsiteRU,epi,task-peer_run-1
HBN,NDARJY141RFE,HBNsiteRU,epi,task-peer_run-2
HBN,NDARJY141RFE,HBNsiteRU,epi,task-rest_run-1
HBN,NDARJY141RFE,HBNsiteRU,epi,task-rest_run-2
