dataset,subject,session,fmap,task
NKI,A00028352,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00028352,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00028352,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00028352,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00028352,BAS2,none,task-rest_acq-1400
NKI,A00028352,BAS2,none,task-rest_acq-645
NKI,A00028352,BAS2,none,task-rest_acq-CAP
NKI,A00028380,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00028380,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00028380,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00028380,BAS1,none,task-rest_acq-1400
NKI,A00028380,BAS1,none,task-rest_acq-645
NKI,A00028468,BAS1,none,task-CHECKERBOARD_acq-1400RR
NKI,A00028468,BAS1,none,task-CHECKERBOARD_acq-645RR
NKI,A00028468,BAS1,none,task-rest_acq-1400
NKI,A00028468,BAS1,none,task-rest_acq-645
NKI,A00028468,BAS1,none,task-rest_acq-CAPRR
NKI,A00031411,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00031411,BAS1,none,task-rest_acq-1400
NKI,A00031411,BAS1,none,task-rest_acq-645
NKI,A00031411,BAS1,none,task-rest_acq-CAP
NKI,A00031604,BAS1,none,task-rest_acq-1400RR
NKI,A00031604,BAS1,none,task-rest_acq-1400VARIANTNumVolumes
NKI,A00031604,BAS1,none,task-rest_acq-645
NKI,A00031893,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00031893,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00031893,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00031893,BAS1,none,task-rest_acq-1400
NKI,A00031893,BAS1,none,task-rest_acq-645
NKI,A00031893,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00032008,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00032008,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00032008,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00032008,BAS1,none,task-rest_acq-645
NKI,A00033021,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033021,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033021,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033021,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033021,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033021,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTimeNumVolumes
NKI,A00033640,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033640,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033640,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033640,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033640,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00033752,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033752,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033752,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033752,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTimeNumVolumes
NKI,A00033752,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00033963,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033963,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033963,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033963,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00033963,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00035377,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00035377,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00035377,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00035377,BAS1,none,task-rest_acq-1400
NKI,A00035377,BAS1,none,task-rest_acq-645
NKI,A00035377,BAS1,none,task-rest_acq-CAP
NKI,A00035377,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00035377,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00035377,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00035377,FLU1,none,task-rest_acq-1400
NKI,A00035377,FLU1,none,task-rest_acq-645
NKI,A00035377,FLU1,none,task-rest_acq-CAP
NKI,A00035377,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00035377,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00035377,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00035377,FLU2,none,task-rest_acq-1400
NKI,A00035377,FLU2,none,task-rest_acq-645
NKI,A00035377,FLU2,none,task-rest_acq-CAP
NKI,A00035377,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00035377,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00035377,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00035377,TRT,none,task-rest_acq-1400
NKI,A00035377,TRT,none,task-rest_acq-645VARIANTNumVolumes
NKI,A00035377,TRT,none,task-rest_acq-CAP
NKI,A00035827,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00035827,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00035827,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00035827,BAS1,none,task-rest_acq-1400
NKI,A00035827,BAS1,none,task-rest_acq-645
NKI,A00035827,BAS1,none,task-rest_acq-CAP
NKI,A00035827,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00035827,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00035827,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00035827,BAS2,none,task-rest_acq-1400
NKI,A00035827,BAS2,none,task-rest_acq-645
NKI,A00035827,BAS2,none,task-rest_acq-CAP
NKI,A00037229,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00037229,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00037229,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00037229,BAS2,none,task-rest_acq-1400
NKI,A00037229,BAS2,none,task-rest_acq-645
NKI,A00037229,BAS2,none,task-rest_acq-CAP
NKI,A00037229,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00037229,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00037229,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00037229,FLU1,none,task-rest_acq-1400
NKI,A00037229,FLU1,none,task-rest_acq-CAP
NKI,A00037848,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00037848,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00037848,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00037848,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00037848,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00037848,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00037848,BAS2,none,task-rest_acq-1400
NKI,A00037848,BAS2,none,task-rest_acq-645
NKI,A00037848,BAS2,none,task-rest_acq-CAP
NKI,A00038603,BAS1,none,task-rest_acq-1400
NKI,A00038603,BAS1,none,task-rest_acq-645
NKI,A00038718,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00038718,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00038718,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00038718,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00038718,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039118,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00039118,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00039118,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00039118,BAS1,none,task-rest_acq-1400
NKI,A00039118,BAS1,none,task-rest_acq-645VARIANTNumVolumes
NKI,A00039118,BAS1,none,task-rest_acq-CAP
NKI,A00039431,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039431,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039431,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00039431,BAS1,none,task-rest_acq-1400
NKI,A00039431,BAS1,none,task-rest_acq-645
NKI,A00039431,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00039488,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00039488,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00039488,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00039488,BAS1,none,task-rest_acq-1400
NKI,A00039488,BAS1,none,task-rest_acq-645
NKI,A00039488,BAS1,none,task-rest_acq-CAP
NKI,A00039488,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00039488,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00039488,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00039488,BAS2,none,task-rest_acq-1400
NKI,A00039488,BAS2,none,task-rest_acq-645
NKI,A00039488,BAS2,none,task-rest_acq-CAP
NKI,A00039607,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00039607,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00039607,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00039607,BAS1,none,task-rest_acq-1400
NKI,A00039607,BAS1,none,task-rest_acq-645
NKI,A00039607,BAS1,none,task-rest_acq-CAP
NKI,A00039758,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00039758,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00039758,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00039758,BAS1,none,task-rest_acq-1400
NKI,A00039758,BAS1,none,task-rest_acq-645
NKI,A00039758,BAS1,none,task-rest_acq-CAP
NKI,A00039758,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00039758,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00039758,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00039758,BAS2,none,task-rest_acq-1400
NKI,A00039758,BAS2,none,task-rest_acq-645
NKI,A00039758,BAS2,none,task-rest_acq-CAP
NKI,A00039758,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00039758,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00039758,FLU1,none,task-rest_acq-1400
NKI,A00039758,FLU1,none,task-rest_acq-645
NKI,A00039758,FLU1,none,task-rest_acq-CAP
NKI,A00039951,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00039951,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00039951,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00039951,BAS1,none,task-rest_acq-1400
NKI,A00039951,BAS1,none,task-rest_acq-645
NKI,A00039951,BAS1,none,task-rest_acq-CAP
NKI,A00039951,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00039951,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00039951,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00039951,BAS2,none,task-rest_acq-1400
NKI,A00039951,BAS2,none,task-rest_acq-645
NKI,A00039951,BAS2,none,task-rest_acq-CAP
NKI,A00039951,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00039951,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00039951,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00039951,FLU1,none,task-rest_acq-1400
NKI,A00039951,FLU1,none,task-rest_acq-645
NKI,A00039951,FLU1,none,task-rest_acq-CAP
NKI,A00039951,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039951,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039951,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039951,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039951,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00039974,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039974,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039974,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039974,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039974,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039974,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00039975,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039975,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039975,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039975,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039975,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTimeNumVolumes
NKI,A00039975,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00039975,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00039975,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00039975,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00039975,BAS2,none,task-rest_acq-1400
NKI,A00039975,BAS2,none,task-rest_acq-645
NKI,A00039975,BAS2,none,task-rest_acq-CAP
NKI,A00039975,FLU1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039975,FLU1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039975,FLU1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039975,FLU1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039975,FLU1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00039975,FLU1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00040151,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00040151,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00040151,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00040151,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00040151,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00040342,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00040342,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00040342,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00040342,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00040342,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00040342,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00040524,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00040524,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00040524,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00040524,BAS1,none,task-rest_acq-1400
NKI,A00040524,BAS1,none,task-rest_acq-645VARIANTNumVolumes
NKI,A00040524,BAS1,none,task-rest_acq-CAP
NKI,A00040815,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00040815,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00040815,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00040815,BAS1,none,task-rest_acq-1400
NKI,A00040815,BAS1,none,task-rest_acq-645
NKI,A00040815,BAS1,none,task-rest_acq-CAP
NKI,A00040815,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00040815,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00040815,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00040815,FLU1,none,task-rest_acq-1400
NKI,A00040815,FLU1,none,task-rest_acq-645
NKI,A00040815,FLU1,none,task-rest_acq-CAP
NKI,A00040815,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00040815,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00040815,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00040815,FLU2,none,task-rest_acq-1400
NKI,A00040815,FLU2,none,task-rest_acq-645
NKI,A00040815,FLU2,none,task-rest_acq-CAP
NKI,A00040815,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00040815,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00040815,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00040815,TRT,none,task-rest_acq-1400
NKI,A00040815,TRT,none,task-rest_acq-645VARIANTNumVolumes
NKI,A00040815,TRT,none,task-rest_acq-CAP
NKI,A00043762,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00043762,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00043762,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00043762,BAS1,none,task-rest_acq-1400
NKI,A00043762,BAS1,none,task-rest_acq-645
NKI,A00043762,BAS1,none,task-rest_acq-CAP
NKI,A00043762,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00043762,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00043762,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00043762,BAS2,none,task-rest_acq-1400
NKI,A00043762,BAS2,none,task-rest_acq-645
NKI,A00043762,BAS2,none,task-rest_acq-CAP
NKI,A00043762,FLU1,none,task-rest_acq-645
NKI,A00043762,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00043762,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00043762,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00043762,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00043762,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00043762,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00050847,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00050847,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00050847,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00050847,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00050847,FLU1,none,task-rest_acq-1400VARIANTNumVolumes
NKI,A00050847,FLU1,none,task-rest_acq-645
NKI,A00050847,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00050847,FLU2,none,task-rest_acq-1400
NKI,A00050847,FLU2,none,task-rest_acq-645
NKI,A00050847,FLU2,none,task-rest_acq-CAP
NKI,A00052165,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00052165,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00052165,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00052165,BAS1,none,task-rest_acq-1400
NKI,A00052165,BAS1,none,task-rest_acq-645
NKI,A00052165,BAS1,none,task-rest_acq-CAP
NKI,A00052165,TRT,none,task-rest_acq-1400
NKI,A00052165,TRT,none,task-rest_acq-645
NKI,A00052165,TRT,none,task-rest_acq-CAPVARIANTNumVolumes
NKI,A00052182,FLU1,none,task-rest_acq-1400
NKI,A00052182,FLU1,none,task-rest_acq-645
NKI,A00052182,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00052182,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00052182,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00052182,FLU2,none,task-rest_acq-1400
NKI,A00052182,FLU2,none,task-rest_acq-645
NKI,A00052182,FLU2,none,task-rest_acq-CAP
NKI,A00052182,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00052182,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00052182,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00052182,TRT,none,task-rest_acq-1400
NKI,A00052182,TRT,none,task-rest_acq-645VARIANTNumVolumes
NKI,A00052182,TRT,none,task-rest_acq-CAP
NKI,A00052461,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00052461,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00052461,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00052461,BAS1,none,task-rest_acq-1400
NKI,A00052461,BAS1,none,task-rest_acq-645
NKI,A00052461,BAS1,none,task-rest_acq-CAP
NKI,A00052461,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00052461,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00052461,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00052461,FLU1,none,task-rest_acq-1400
NKI,A00052461,FLU1,none,task-rest_acq-645
NKI,A00052461,FLU1,none,task-rest_acq-CAP
NKI,A00052461,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00052461,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00052461,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00052461,FLU2,none,task-rest_acq-1400
NKI,A00052461,FLU2,none,task-rest_acq-645
NKI,A00052461,FLU2,none,task-rest_acq-CAP
NKI,A00052461,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00052461,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00052461,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00052461,TRT,none,task-rest_acq-1400
NKI,A00053171,BAS1,none,task-rest_acq-645
NKI,A00053171,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00053171,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00053171,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00053171,FLU1,none,task-rest_acq-1400
NKI,A00053171,FLU1,none,task-rest_acq-CAP
NKI,A00053171,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00053171,FLU2,none,task-rest_acq-1400
NKI,A00053171,FLU2,none,task-rest_acq-645
NKI,A00053171,FLU2,none,task-rest_acq-CAPVARIANTNumVolumes
NKI,A00053202,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00053202,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00053202,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00053202,BAS1,none,task-rest_acq-1400
NKI,A00053202,BAS1,none,task-rest_acq-645
NKI,A00053202,BAS1,none,task-rest_acq-CAP
NKI,A00053202,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00053202,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00053202,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00053202,BAS2,none,task-rest_acq-1400
NKI,A00053202,BAS2,none,task-rest_acq-645
NKI,A00053202,BAS2,none,task-rest_acq-CAP
NKI,A00053202,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00053202,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00053202,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00053202,FLU1,none,task-rest_acq-1400
NKI,A00053202,FLU1,none,task-rest_acq-645
NKI,A00053202,FLU1,none,task-rest_acq-CAP
NKI,A00053202,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00053202,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00053202,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00054153,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00054153,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00054153,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00054153,BAS1,none,task-rest_acq-1400
NKI,A00054153,BAS1,none,task-rest_acq-645
NKI,A00054153,BAS1,none,task-rest_acq-CAP
NKI,A00054153,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00054153,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00054153,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00054153,BAS2,none,task-rest_acq-1400
NKI,A00054153,BAS2,none,task-rest_acq-645
NKI,A00054153,BAS2,none,task-rest_acq-CAP
NKI,A00054153,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00054153,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00054153,FLU1,none,task-rest_acq-1400
NKI,A00054153,FLU1,none,task-rest_acq-645
NKI,A00054153,FLU1,none,task-rest_acq-CAP
NKI,A00054153,FLU2,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00054153,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00054153,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00054153,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
