method,trial,nrow,nelem,rt,val
dask,12,100000,10000,20.419565114192665,0.00030797911866480937
dask,13,1000,10,0.06021309923380613,0.01183288630751673
dask,13,1000,100,0.04938890878111124,-0.0027037305536025975
dask,13,1000,1000,0.07680361438542604,-0.005409076646064335
dask,13,1000,10000,0.3752641975879669,6.186438758137784e-05
dask,13,10000,10,0.06705189682543278,-0.01789649393032802
dask,13,10000,100,0.09923606738448143,-0.009228455319404378
dask,13,10000,1000,0.7437160881236196,-0.003127014850442379
dask,13,10000,10000,1.0566372480243444,0.0004524936390244069
dask,13,100000,10,0.1785003012046218,-0.01763386001132753
dask,13,100000,100,1.0646746577695012,0.016379920782018043
dask,13,100000,1000,3.2944219391793013,0.0019784448800774217
dask,13,100000,10000,21.1626756535843,0.00030797911866480937
dask,14,1000,10,0.0625730287283659,0.01183288630751673
dask,14,1000,100,0.053767197765409946,-0.0027037305536025975
dask,14,1000,1000,0.07805096637457609,-0.005409076646064335
dask,14,1000,10000,0.21800714824348688,6.186438758137784e-05
dask,14,10000,10,0.07247819378972054,-0.01789649393032802
dask,14,10000,100,0.10467156115919352,-0.009228455319404378
dask,14,10000,1000,0.30542033072561026,-0.003127014850442379
dask,14,10000,10000,0.9398932531476021,0.0004524936390244069
dask,14,100000,10,0.14803652092814445,-0.01763386001132753
dask,14,100000,100,1.4314614506438375,0.016379920782018043
dask,14,100000,1000,1.3584259497001767,0.0019784448800774217
dask,14,100000,10000,19.912293408997357,0.00030797911866480937
