method,trial,nrow,nelem,rt,val
duckdb,8,10000,100,0.021111218258738518,-0.009228455319404378
duckdb,8,10000,1000,0.09065214265137911,-0.003127014850442378
duckdb,8,10000,10000,0.7370751574635506,0.0004524936390244063
duckdb,8,100000,10,0.02259887009859085,-0.01763386001132753
duckdb,8,100000,100,0.04686010256409645,0.016379920782018043
duckdb,8,100000,1000,0.1964197615161538,0.001978444880077422
duckdb,8,100000,10000,2.3426600517705083,0.00030797911866480953
duckdb,9,1000,10,0.007193031720817089,0.01183288630751673
duckdb,9,1000,100,0.013590601272881031,-0.0027037305536025975
duckdb,9,1000,1000,0.0705002574250102,-0.005409076646064335
duckdb,9,1000,10000,0.5597175592556596,6.186438758137833e-05
duckdb,9,10000,10,0.009075375273823738,-0.01789649393032802
duckdb,9,10000,100,0.020923014730215073,-0.009228455319404378
duckdb,9,10000,1000,0.09186114277690649,-0.003127014850442378
duckdb,9,10000,10000,0.7304401826113462,0.00045249363902440657
duckdb,9,100000,10,0.022536332719027996,-0.01763386001132753
duckdb,9,100000,100,0.04701864905655384,0.016379920782018043
duckdb,9,100000,1000,0.20186433102935553,0.0019784448800774217
duckdb,9,100000,10000,2.2511981781572104,0.00030797911866480926
duckdb,10,1000,10,0.007148307748138905,0.01183288630751673
duckdb,10,1000,100,0.013739079236984253,-0.0027037305536025975
duckdb,10,1000,1000,0.07087376713752747,-0.005409076646064335
duckdb,10,1000,10000,0.5543259289115667,6.186438758137776e-05
duckdb,10,10000,10,0.009050829336047173,-0.01789649393032802
duckdb,10,10000,100,0.02070617862045765,-0.009228455319404378
duckdb,10,10000,1000,0.09110912214964628,-0.003127014850442378
duckdb,10,10000,10000,0.7406180687248707,0.00045249363902440684
duckdb,10,100000,10,0.022323373705148697,-0.01763386001132753
duckdb,10,100000,100,0.047522684559226036,0.016379920782018047
duckdb,10,100000,1000,0.19866077695041895,0.001978444880077422
duckdb,10,100000,10000,2.2321376791223884,0.0003079791186648091
duckdb,11,1000,10,0.007061394862830639,0.01183288630751673
duckdb,11,1000,100,0.013610166497528553,-0.0027037305536025975
duckdb,11,1000,1000,0.07106211129575968,-0.005409076646064335
duckdb,11,1000,10000,0.5508755426853895,6.186438758137776e-05
duckdb,11,10000,10,0.009115240536630154,-0.01789649393032802
duckdb,11,10000,100,0.02076698187738657,-0.009228455319404378
duckdb,11,10000,1000,0.093500099144876,-0.003127014850442377
duckdb,11,10000,10000,0.7512512179091573,0.00045249363902440646
duckdb,11,100000,10,0.022612906992435455,-0.01763386001132753
duckdb,11,100000,100,0.0480401162058115,0.016379920782018043
duckdb,11,100000,1000,0.1979123130440712,0.0019784448800774226
duckdb,11,100000,10000,2.2284741131588817,0.0003079791186648091
duckdb,12,1000,10,0.0072337789461016655,0.01183288630751673
duckdb,12,1000,100,0.013824469409883022,-0.0027037305536025975
duckdb,12,1000,1000,0.0724457073956728,-0.005409076646064335
duckdb,12,1000,10000,0.5476586939767003,6.186438758137776e-05
duckdb,12,10000,10,0.009204456582665443,-0.01789649393032802
duckdb,12,10000,100,0.021208370104432106,-0.009228455319404378
duckdb,12,10000,1000,0.09114521834999323,-0.003127014850442378
duckdb,12,10000,10000,0.7258519921451807,0.0004524936390244068
duckdb,12,100000,10,0.022572381421923637,-0.01763386001132753
duckdb,12,100000,100,0.04789980314671993,0.016379920782018043
duckdb,12,100000,1000,0.21500957570970058,0.001978444880077422
duckdb,12,100000,10000,2.2310738936066628,0.00030797911866480915
duckdb,13,1000,10,0.0071477871388196945,0.01183288630751673
duckdb,13,1000,100,0.013851220719516277,-0.0027037305536025975
duckdb,13,1000,1000,0.07179049868136644,-0.005409076646064335
duckdb,13,1000,10000,0.5466086734086275,6.186438758137776e-05
duckdb,13,10000,10,0.009085625410079956,-0.01789649393032802
duckdb,13,10000,100,0.020991832949221134,-0.009228455319404378
duckdb,13,10000,1000,0.09139184188097715,-0.003127014850442378
duckdb,13,10000,10000,0.725455105304718,0.000452493639024407
duckdb,13,100000,10,0.022526154294610023,-0.01763386001132753
duckdb,13,100000,100,0.047131842002272606,0.016379920782018043
duckdb,13,100000,1000,0.22197578195482492,0.0019784448800774217
duckdb,13,100000,10000,2.261514673009515,0.00030797911866480926
duckdb,14,1000,10,0.007278231903910637,0.01183288630751673
duckdb,14,1000,100,0.013839167542755604,-0.0027037305536025975
duckdb,14,1000,1000,0.0720032462850213,-0.005409076646064335
duckdb,14,1000,10000,0.544926525093615,6.186438758137776e-05
duckdb,14,10000,10,0.009052212350070477,-0.01789649393032802
duckdb,14,10000,100,0.021052798256278038,-0.009228455319404378
duckdb,14,10000,1000,0.08992568962275982,-0.003127014850442378
duckdb,14,10000,10000,0.7349344296380877,0.00045249363902440695
duckdb,14,100000,10,0.0227717449888587,-0.01763386001132753
duckdb,14,100000,100,0.04862330108880997,0.016379920782018043
duckdb,14,100000,1000,0.1986120454967022,0.0019784448800774226
duckdb,14,100000,10000,2.259610017761588,0.0003079791186648092
